comment,author,num_likes,rate
2부 재생시간이 30분이 넘어가네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ수고하셨습니다,꽁치왕,20,5.530529499053955
이든 역할의 제이슨 베어라는 배우... 잘생겼는데 저 이후로 활동이 하나도 없더군요,흑랑,7,4.641011714935303
"그냥 딱봐도 심형래 감독이 찍고 싶어하는 장면을 위해 영화를 만든 거 같습니다. 그러다보니 스토리 연결도 안되고, 고증도 엉망이고 그런 모순들이 터져 나오는 거죠.",유튭 시청자,20,2.316574811935425
"인생에서 제일 떠올리기 싫은 기억들 중 하나 : 디워, 라스트 갓파더 극장에서 본 기억...어른들이 영화관에 친척들하고 같이 구겨넣고 놀러가신....",시가는쿠바산,6,2.2656524181365967
오~ 세라 친구로 나오는 배우 에이미 가르시아네요 드라마 루시퍼에 나오는데~ 드라마나 영화 경력이 많은 배우인데 이런 영화에 나왔었네요.....,김나영,14,4.677809715270996
디워 군대에서 토요일날 낮에 ocn에서 봄,Sean-Neal Jeaux,5,1.9832730293273926
마지막에 아리랑이 울려퍼질때 눈물이 나더라고요... 돈이 아까워서,김남효,11,3.694843053817749
라이너님의  대단한 용기에 감탄합니다  그 전설의 망작  디~~워 를 리뷰 하시느라 고생하셨습니다  역시 라이너님의 망작 리뷰 재미있게 보고 갑니다,루나마리안,4,6.8804612159729
진중권 보일 때마다 흠칫,정훈,6,5.390537261962891
이과충으로서 말씀드리자면 다이아몬드 부분은 좀 억까십니다,corvo kim,6,8.108552932739258
중간중간 잭이랑 이든 헷갈리신 대본 몇 부분 있으신듯 . 동물원 아저씨도 코끼리를 봤다고 쓰여져있는데 그것도 코끼리가 아니라 뱀 아닌지용 항상 잘보고 있어용,SXPO,9,5.887781143188477
술 마시는 걸로는 태클 못 거는게... 10대 때부터 술 마시는 애들 개많은데다 저긴 술집에서 신분증 검사 같은 걸 하는 것도 아니라서...;;,Corpse Cannibal,9,5.392974376678467
디워이거 누가 다시 못만드나,초이데이,13,3.2207295894622803
성인이되고 처음으로 심야 영화로 이걸 봤고... 저도 울고 친구도 울고 부라퀴도 울었었죠.,노바슈퍼,9,8.958590507507324
여러분이 이든이였다면 어떤 선택을 할까요 . 제가 이든이였다면 디워에 출연 안합니다,공공의떡,3,2.6550588607788086
영화보다 리뷰가 더 재밌는 영화...,Zero.S_TV,34,5.8618974685668945
쉴드를 치는건지 쉴드로 치는건지 ㅋㅋㅋㅋㅋ,JuneU,140,3.5251290798187256
국민학교 시절 심형래의 우뢰매를 재밌게  본 사람입장에서...    그런 류의  초딩 작품에... 너무 진지하게 비판하는게 좀 웃긴느낌입니다... 관점을 굳이 진지하게 볼 필요가 있을까요? 요즘 초딩 수준이 어떤진 잘 모르겠지만.... 저만하면 초딩이 보기엔 그럭적일거 같은데... 너무 성인영화로 보는게 문제인게 아닌가 싶습니다.   우뢰매를 보면서 이렇게 진지하게 비판하진 않잔아요.  비판하는 재미로 하는건 이해는 가지만요,마스터조,3,5.496527194976807
심각독님은 다 계획이 있구나?,첸씨,12,7.7238450050354
솔직히 이무기라고 나온 뱀도 개구림 서양식 드래곤도 아니고 동양식 용도 아니고 코브라 처럼 생긴것도 아니고 이도저도 아님,이지석,9,1.9013633728027344
와 2부도 있네요,park Er,5,6.512269020080566
저 아직 이거 안봤는데  님께서 안볼 수 있는 이유를 정확히 제시해 주셨네요! ^^,태공망,3,7.642182350158691
심형래 영화 지인이랑 보면 다 손절하는거같은데 맞나요? 저는 중딩때 라스트갓파더 친구랑 보고 그날 이후로 연락이 안되던데요..,천재유익병,4,1.8809565305709839
이거 개봉했을 때 중2이었는데... 아무것도 모르던 그 때는 그냥 개쩌는 영화라고 생각하고 재미있게 봤었는데 역시 중2는.... ㅠㅠㅠㅠ 왜 그랬던 것이냐 그 시절의 나 ㅠㅠ,박박,14,8.9689302444458
라이너님. 이참에 망작 리뷰 끝나면 망작들도 11개 정도 추려서 철학시사회 속편 만들어보는 건 어때요? ㅋㅋ,김민성,3,1.8648079633712769
라스트갓파더는 어찌하시련지,박서의,4,6.152657985687256
리뷰 잘 봤습니다~,시아,9,4.702080726623535
심형래 진짜 다시는 영화 만들지 마라. 한번만더 영화 만들었다가는. 진짜 테러로 고소 당하는 수가 있다.,gldrv ghkliox,9,1.6443686485290527
차라리 이거 만들 돈으로 메이플 스토리 ds스토리를 고퀼로 애니화하는게 100배는 잘 먹힐 듯,j j,7,2.1549088954925537
여친과 봤던 영화.. 디 워.... 그녀는 지금 잘 살고 있을까... ㅠㅠ,권형근,24,8.436372756958008
심형래의 어린이 영화 형식의 영화구성이 문제지 몬스터는 좋았음,정일지,8,4.16932487487793
아리랑 아리랑 아라리요~ 극장에서 이 부분을 듣는 순간 위쪽을 보며 알수없는 오묘한 기분을 느꼈습니다,박서의,37,8.640185356140137
라이너님 지금 잭 스나이더의 저스티스 리그랑 고질라 vs 콩 등등 리뷰할 것들 참 많이 있습니다 다 해주시리라 믿습니다!ㅎㅎ,rechup tv,28,7.638627052307129
드디어 7대 망작 마무리가 시작된다!! 디워,영화보기,10,2.3175647258758545
"아, 드뎌 하고 눌렀는데 뭐요? 20시?!  우린 과거 영화를 한 중반까지 볼 때 드라칸이 부라퀴의 폴리모프인가 하는 생각까지 했어. 무슨 100미터짜리 뱀이 도시를 헤집다가 갑자기 어디론가 사라지는데, 상식적으로 몸집이 작아진다고 생각 않아겠냐고.  잭이 3명의 남자를 제압하고 퇴장할 때 자세가 왜 저래? 얼굴을 앞으로 내밀고 옆으로 이동하네?  잭은 이든을 믿지 않았던 거네. 그러니까 저런 폭탄을 목에 걸어주고 적진에 잡혀가면 그때 폭발하게 설정해둔 거였어. 근데 이든은 왜 잡아간거야? 그자리에서 조지든지 그냥 두고 와도 되잖아?  국뽕... 제3제국 때의 독일인들은 충성심과 애국심이 없었겠나?",༺ৡ 대사제 ৡ༻,6,7.132587432861328
영화 만들려고 투자받은 돈으로 리무진 택시타고 도박장에서 거의 다 날리고 무슨 장난감 권총으로 직원들을 쏘고 갑질했다죠?,스타베리Enoch,45,0.9329029321670532
